GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
ACA 1095B - Error Reporting,us.gov.treasury.irs.msg.form1094_1095bctransmitterreqmessage.impl,JAXBContextFactory.new PrivilegedAction() {...},10,0,0,0,2,0,2,0,2,0
ACA 1095B - Error Reporting,us.gov.treasury.irs.msg.form1094_1095bctransmitterreqmessage.impl,JAXBContextFactory,135,0,12,0,31,0,10,0,4,0
ACA 1095B - Error Reporting,us.gov.treasury.irs.msg.form1094_1095bctransmitterreqmessage.impl,ObjectFactory,7,0,0,0,3,0,2,0,2,0
ACA 1095B - Error Reporting,us.gov.treasury.irs.msg.form1094_1095bctransmitterreqmessage.impl,TransmitterManifestRequestImpl,11,0,0,0,4,0,3,0,3,0
ACA 1095B - Error Reporting,us.gov.treasury.irs.common,USStateCdType,534,0,0,0,55,0,6,0,6,0
ACA 1095B - Error Reporting,us.gov.treasury.irs.common,SubmissionValidationCdType,74,0,4,0,11,0,8,0,6,0
ACA 1095B - Error Reporting,us.gov.treasury.irs.common,BinaryFormatCodeType,63,0,4,0,10,0,8,0,6,0
ACA 1095B - Error Reporting,us.gov.treasury.irs.common,IndicatorCodeType,44,0,0,0,6,0,6,0,6,0
ACA 1095B - Error Reporting,us.gov.treasury.irs.common,BooleanStringType,44,0,0,0,6,0,6,0,6,0
ACA 1095B - Error Reporting,us.gov.treasury.irs.common,ObjectFactory,3061,0,0,0,464,0,264,0,264,0
ACA 1095B - Error Reporting,us.gov.treasury.irs.common,AppealReasonCdType,107,0,4,0,14,0,8,0,6,0
ACA 1095B - Error Reporting,us.gov.treasury.irs.common,SubmissionStatusCodeType,107,0,4,0,14,0,8,0,6,0
ACA 1095B - Error Reporting,us.gov.treasury.irs.common,EPDSubmissionSourceCdType,74,0,4,0,11,0,8,0,6,0
ACA 1095B - Error Reporting,us.gov.treasury.irs.common,NameControlTypeCodeType,44,0,0,0,6,0,6,0,6,0
ACA 1095B - Error Reporting,us.gov.treasury.irs.common,AfaStatusCodeType,85,0,4,0,12,0,8,0,6,0
ACA 1095B - Error Reporting,us.gov.treasury.irs.common,TINRequestTypeCodeType,54,0,0,0,7,0,6,0,6,0
ACA 1095B - Error Reporting,us.gov.treasury.irs.common,BatchCategoryCodeType,124,0,0,0,14,0,6,0,6,0
ACA 1095B - Error Reporting,us.gov.treasury.irs.common,BRMGatewayStatusCodeType,151,0,4,0,18,0,8,0,6,0
ACA 1095B - Error Reporting,us.gov.treasury.irs.common,FileStatusCdType,96,0,4,0,13,0,8,0,6,0
ACA 1095B - Error Reporting,us.gov.treasury.irs.common,CheckboxType,34,0,0,0,5,0,6,0,6,0
ACA 1095B - Error Reporting,us.gov.treasury.irs.common,TINValidationIndicatorType,85,0,4,0,12,0,8,0,6,0
ACA 1095B - Error Reporting,us.gov.treasury.irs.common,AcknowledgementStatusCodeType,44,0,0,0,6,0,6,0,6,0
ACA 1095B - Error Reporting,us.gov.treasury.irs.common,NameControlValResultCodeType,64,0,0,0,8,0,6,0,6,0
ACA 1095B - Error Reporting,us.gov.treasury.irs.common,TestIndicatorType,44,0,0,0,6,0,6,0,6,0
ACA 1095B - Error Reporting,us.gov.treasury.irs.msg.form1094_1095bctransmitterreqmessage,ObjectFactory,10,0,0,0,4,0,3,0,3,0
ACA 1095B - Error Reporting,us.deloitteinnovation.aca,Aca1095BIrsErrorReporting,11,0,0,0,3,0,2,0,2,0
ACA 1095B - Error Reporting,us.gov.treasury.irs.msg.form1094_1095btransmitterupstreammessage,ObjectFactory,10,0,0,0,4,0,3,0,3,0
ACA 1095B - Error Reporting,us.deloitteinnovation.aca.batch.writer,IrsErrorReportingItemWriter,510,49,36,4,52,13,22,4,2,4
ACA 1095B - Error Reporting,us.deloitteinnovation.aca.batch.writer,IrsErrorReportingService,416,4,42,0,63,1,26,1,3,1
ACA 1095B - Error Reporting,org.oasis_open.docs.wss._2004._01.oasis_200401_wss_wssecurity_utility_1_0.impl,TimestampImpl,45,0,2,0,15,0,10,0,9,0
ACA 1095B - Error Reporting,org.oasis_open.docs.wss._2004._01.oasis_200401_wss_wssecurity_utility_1_0.impl,JAXBContextFactory,135,0,12,0,31,0,10,0,4,0
ACA 1095B - Error Reporting,org.oasis_open.docs.wss._2004._01.oasis_200401_wss_wssecurity_utility_1_0.impl,AttributedURIImpl,25,0,0,0,9,0,6,0,6,0
ACA 1095B - Error Reporting,org.oasis_open.docs.wss._2004._01.oasis_200401_wss_wssecurity_utility_1_0.impl,ObjectFactory,44,0,0,0,9,0,7,0,7,0
ACA 1095B - Error Reporting,org.oasis_open.docs.wss._2004._01.oasis_200401_wss_wssecurity_utility_1_0.impl,JAXBContextFactory.new PrivilegedAction() {...},10,0,0,0,2,0,2,0,2,0
ACA 1095B - Error Reporting,org.oasis_open.docs.wss._2004._01.oasis_200401_wss_wssecurity_utility_1_0.impl,AttributedDateTimeImpl,25,0,0,0,9,0,6,0,6,0
ACA 1095B - Error Reporting,us.gov.treasury.irs.msg.form1094_1095ctransmitterupstreammessage.impl,ObjectFactory,7,0,0,0,3,0,2,0,2,0
ACA 1095B - Error Reporting,us.gov.treasury.irs.msg.form1094_1095ctransmitterupstreammessage.impl,JAXBContextFactory,135,0,12,0,31,0,10,0,4,0
ACA 1095B - Error Reporting,us.gov.treasury.irs.msg.form1094_1095ctransmitterupstreammessage.impl,Form109495CTransmittalUpstreamImpl,14,0,2,0,4,0,3,0,2,0
ACA 1095B - Error Reporting,us.gov.treasury.irs.msg.form1094_1095ctransmitterupstreammessage.impl,JAXBContextFactory.new PrivilegedAction() {...},10,0,0,0,2,0,2,0,2,0
ACA 1095B - Error Reporting,us.deloitteinnovation.aca.batch.processor,IrsErrorReportingAppProcessor,194,177,16,10,30,38,13,5,1,4
ACA 1095B - Error Reporting,us.gov.treasury.irs.msg.acabusinessheader.impl,ACABusinessHeaderResponseImpl,11,0,0,0,4,0,3,0,3,0
ACA 1095B - Error Reporting,us.gov.treasury.irs.msg.acabusinessheader.impl,JAXBContextFactory.new PrivilegedAction() {...},10,0,0,0,2,0,2,0,2,0
ACA 1095B - Error Reporting,us.gov.treasury.irs.msg.acabusinessheader.impl,JAXBContextFactory,135,0,12,0,31,0,10,0,4,0
ACA 1095B - Error Reporting,us.gov.treasury.irs.msg.acabusinessheader.impl,ObjectFactory,22,0,0,0,5,0,4,0,4,0
ACA 1095B - Error Reporting,us.gov.treasury.irs.ext.aca.air._7,TransmissionTypeCdType,54,0,0,0,7,0,6,0,6,0
ACA 1095B - Error Reporting,us.gov.treasury.irs.ext.aca.air._7,SubmissionLevelStatusCodeType,37,48,4,0,4,8,5,3,3,3
ACA 1095B - Error Reporting,us.gov.treasury.irs.ext.aca.air._7,ObjectFactory,3927,0,0,0,595,0,346,0,346,0
ACA 1095B - Error Reporting,us.gov.treasury.irs.ext.aca.air._7,IRDBProcessedStatusCdType,64,0,0,0,8,0,6,0,6,0
ACA 1095B - Error Reporting,us.gov.treasury.irs.ext.aca.air._7,StateType,644,0,0,0,66,0,6,0,6,0
ACA 1095B - Error Reporting,us.gov.treasury.irs.ext.aca.air._7,TransmissionStatusCodeType,118,0,4,0,15,0,8,0,6,0
ACA 1095B - Error Reporting,us.gov.treasury.irs.msg.acauibusinessheader.impl,JAXBContextFactory.new PrivilegedAction() {...},10,0,0,0,2,0,2,0,2,0
ACA 1095B - Error Reporting,us.gov.treasury.irs.msg.acauibusinessheader.impl,JAXBContextFactory,135,0,12,0,31,0,10,0,4,0
ACA 1095B - Error Reporting,us.gov.treasury.irs.msg.acauibusinessheader.impl,ObjectFactory,7,0,0,0,3,0,2,0,2,0
ACA 1095B - Error Reporting,us.gov.treasury.irs.msg.acauibusinessheader.impl,ACAUIBusinessHeaderImpl,19,0,0,0,7,0,5,0,5,0
ACA 1095B - Error Reporting,us.deloitteinnovation.aca.batch,IrsErrorReportingConfiguration,154,0,0,0,46,0,12,0,12,0
ACA 1095B - Error Reporting,us.deloitteinnovation.aca.batch.objectstore,ErrorReportingObjectStore.new FilenameFilter() {...},10,0,0,0,2,0,2,0,2,0
ACA 1095B - Error Reporting,us.deloitteinnovation.aca.batch.objectstore,ErrorReportingObjectStore,279,202,21,5,69,43,36,9,24,8
