GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,EmployerDetailType,63,0,2,0,25,0,17,0,16,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,Employer1095CDetailType,42,0,2,0,16,0,11,0,10,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,Monthly1095CMECIndicatorGrpType,25,0,4,0,7,0,5,0,3,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,ACATrnsmtManifestRespDtlType,80,0,0,0,34,0,23,0,23,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,NameControlValResultDetailType,31,0,0,0,13,0,9,0,9,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,CorrectedRecordInfoGrpType,24,0,0,0,10,0,7,0,7,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,RecipientDetailType,49,0,2,0,19,0,13,0,12,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,GovtEntityEmployerInfoGrpType,52,0,0,0,22,0,15,0,15,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,ACABatchDetailType,45,0,0,0,19,0,13,0,13,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,CompanyInformationGrpType,31,0,0,0,13,0,9,0,9,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,ExemptionType,14,0,2,0,4,0,3,0,2,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,ACABulkReqTrnsmtStsRespGrpDtlType,10,0,0,0,4,0,3,0,3,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,SponsoringEmployerInfoGrpType,38,0,0,0,16,0,11,0,11,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,OfferCoverageByMonthType,87,0,0,0,37,0,25,0,25,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,RecipientPolicyDetailType,42,0,2,0,16,0,11,0,10,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,ACATrnsmtManifestReqDtlType,144,0,0,0,60,0,40,0,40,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,EmployerInformationGrpType,52,0,0,0,22,0,15,0,15,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,NameControlType,17,0,0,0,7,0,5,0,5,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,TransmitterErrorDetailGrpType,42,0,2,0,16,0,11,0,10,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,MonthIndGrpType,87,0,0,0,37,0,25,0,25,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,TotalMonthlyAmountsGrpType,25,0,4,0,7,0,5,0,3,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,TaxHouseholdPolicyInformationGrpType,32,0,4,0,10,0,7,0,5,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,CountryType,2604,0,0,0,262,0,6,0,6,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,Form1095BUpstreamDetailType,84,0,2,0,34,0,23,0,22,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,Form1095CUpstreamDetailType,98,0,2,0,40,0,27,0,26,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,InsurancePolicyType,14,0,2,0,4,0,3,0,2,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,ACABulkReqTrnsmtRespGrpHeaderType,38,0,0,0,16,0,11,0,11,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,CoveredIndvidualMonthlyDetailGrpType,14,0,2,0,4,0,3,0,2,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,TotalMonthlyCountsGrpType,25,0,4,0,7,0,5,0,3,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,TINValidateNameRequestDetailType,24,0,0,0,10,0,7,0,7,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,CoveredIndividualType,24,0,0,0,10,0,7,0,7,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,EmployeeInformationGrpType,38,0,0,0,16,0,11,0,11,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,ACABulkBusinessHeaderResponseType,17,0,0,0,7,0,5,0,5,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,ACABulkRequestTransmitterResponseType,36,0,2,0,15,0,10,0,9,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,BusinessNameType,10,7,0,0,4,3,3,2,3,2
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,EmployeeDetailType,49,0,2,0,19,0,13,0,12,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,RecipientPolicyCoverageDtlType,31,0,0,0,13,0,9,0,9,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,ACABatchSubmsnReqGrpHeaderType,38,0,0,0,16,0,11,0,11,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,ACABatchSubmsnDtlReqGrpDtlType,17,0,0,0,7,0,5,0,5,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,MonthSafeHarborIndicatorDetailType,17,0,0,0,7,0,5,0,5,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,EmployeeSHOPPolicyType,49,0,2,0,19,0,13,0,12,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,ACABatchSubmsnReqGrpDetailType,24,0,0,0,10,0,7,0,7,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,CoverageHouseholdGrpType,14,0,2,0,4,0,3,0,2,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,MonthlyPolicyInformationDetailType,35,0,2,0,13,0,9,0,8,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,ALEMemberInformationGrpType,94,0,0,0,40,0,27,0,27,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,CoveredIndividual1095BGrpType,14,0,2,0,4,0,3,0,2,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,TransmissionDetailType,49,0,2,0,19,0,13,0,12,0
ACA 1095B - Export Module,us.gov.treasury.irs.ext.aca.air._7,CoveredIndividualDetailType,56,0,2,0,22,0,15,0,14,0
ACA 1095B - Export Module,us.deloitteinnovation.aca.jaxb.adapter,YYYYDateAdapter,25,0,0,0,6,0,6,0,6,0
ACA 1095B - Export Module,us.deloitteinnovation.aca.batch.export.steppdf,ExportPdfProcessor,9,0,0,0,4,0,3,0,3,0
ACA 1095B - Export Module,us.deloitteinnovation.aca.batch.export.steppdf,ExportPdfDto,32,0,6,0,10,0,8,0,5,0
ACA 1095B - Export Module,us.deloitteinnovation.aca.batch.export.steppdf,ExportPdfMapper,16,0,0,0,4,0,2,0,2,0
ACA 1095B - Export Module,us.deloitteinnovation.aca.batch.export.steppdf,ExportPdfFilerMapper,393,0,6,0,72,0,7,0,4,0
ACA 1095B - Export Module,us.deloitteinnovation.aca.batch.export.steppdf,ExportPdfWriter,171,0,10,0,36,0,9,0,4,0
ACA 1095B - Export Module,us.deloitteinnovation.aca.batch.export.steppdf,GeneratePdf,83,0,2,0,24,0,6,0,5,0
ACA 1095B - Export Module,us.deloitteinnovation.aca.batch.export.steppdf,FillPdf,246,0,44,0,46,0,24,0,2,0
ACA 1095B - Export Module,us.deloitteinnovation.aca.batch.export.steppdf,ExportPdfConstants,3,0,0,0,1,0,1,0,1,0
